archivo,startX,endX,startY,endY,clase
Motorbikes_16_0157,38,233,22,146,moto
Motorbikes_16_0158,30,231,23,149,moto
Motorbikes_16_0159,38,225,24,134,moto
Motorbikes_16_0160,33,231,25,145,moto
Motorbikes_16_0161,35,233,31,155,moto
Motorbikes_16_0162,35,235,22,135,moto
Motorbikes_16_0163,34,231,14,127,moto
Motorbikes_16_0164,37,228,29,129,moto
Motorbikes_16_0165,34,223,23,138,moto
Motorbikes_16_0166,42,235,13,138,moto
Motorbikes_16_0167,34,226,22,137,moto
Motorbikes_16_0168,37,228,20,134,moto
Motorbikes_16_0169,33,231,25,146,moto
Motorbikes_16_0170,33,231,32,149,moto
Motorbikes_16_0171,34,230,25,153,moto
Motorbikes_16_0172,37,235,21,125,moto
Motorbikes_16_0173,34,229,26,147,moto
Motorbikes_16_0174,35,225,22,147,moto
Motorbikes_16_0175,36,234,14,146,moto
Motorbikes_16_0176,34,229,21,118,moto
Motorbikes_16_0177,36,226,23,145,moto
Motorbikes_16_0178,34,226,23,142,moto
Motorbikes_16_0179,32,229,20,121,moto
Motorbikes_16_0180,37,227,21,136,moto
Motorbikes_16_0181,35,230,30,137,moto
Motorbikes_16_0182,34,229,22,134,moto
Motorbikes_16_0183,34,230,46,161,moto
Motorbikes_16_0184,34,226,24,133,moto
Motorbikes_16_0185,43,226,24,131,moto
Motorbikes_16_0186,44,215,39,165,moto
Motorbikes_16_0187,36,234,26,143,moto
Motorbikes_16_0188,39,233,28,138,moto
Motorbikes_16_0189,34,234,26,137,moto
Motorbikes_16_0190,37,226,24,139,moto
Motorbikes_16_0191,33,225,26,146,moto
Motorbikes_16_0192,36,229,22,138,moto
Motorbikes_16_0193,37,236,25,162,moto
Motorbikes_16_0194,32,229,21,150,moto
Motorbikes_16_0195,34,231,20,140,moto
Motorbikes_16_0196,37,234,23,153,moto
Motorbikes_16_0197,31,232,23,133,moto
Motorbikes_16_0198,36,227,23,138,moto
Motorbikes_16_0199,33,230,22,146,moto
Motorbikes_16_0200,35,230,29,158,moto
Motorbikes_16_0201,26,233,15,139,moto
Motorbikes_16_0202,36,234,11,138,moto
Motorbikes_16_0203,36,236,20,139,moto
Motorbikes_16_0204,32,233,19,162,moto
Motorbikes_16_0205,34,232,21,168,moto
Motorbikes_16_0206,39,236,16,141,moto
Motorbikes_16_0207,37,229,22,132,moto
Motorbikes_16_0208,39,235,4,146,moto
Motorbikes_16_0209,34,230,21,150,moto
Motorbikes_16_0210,41,225,24,140,moto
Motorbikes_16_0211,38,225,23,129,moto
Motorbikes_16_0212,35,226,24,126,moto
Motorbikes_16_0213,41,221,30,148,moto
Motorbikes_16_0214,39,227,35,122,moto
Motorbikes_16_0215,43,221,30,134,moto
Motorbikes_16_0216,39,225,31,136,moto
Motorbikes_16_0217,34,228,35,167,moto
Motorbikes_16_0218,38,219,23,131,moto
Motorbikes_16_0219,41,214,20,112,moto
Motorbikes_16_0220,35,220,43,151,moto
Motorbikes_16_0221,61,210,47,141,moto
Motorbikes_16_0222,33,234,27,147,moto
Motorbikes_16_0223,22,229,26,156,moto
Motorbikes_16_0224,34,228,26,149,moto
Motorbikes_16_0225,30,234,20,153,moto
Motorbikes_16_0226,38,236,10,128,moto
Motorbikes_16_0227,38,226,24,143,moto
Motorbikes_16_0228,37,228,38,132,moto
Motorbikes_16_0229,42,234,25,125,moto
Motorbikes_16_0230,42,235,19,143,moto
Motorbikes_16_0231,28,231,13,149,moto
Motorbikes_16_0232,36,231,19,145,moto
Motorbikes_16_0233,41,231,26,135,moto
Motorbikes_16_0234,34,226,19,135,moto
Motorbikes_16_0235,43,233,13,171,moto
Motorbikes_16_0236,34,229,22,138,moto
Motorbikes_16_0237,47,232,26,136,moto
Motorbikes_16_0238,38,234,24,150,moto
Motorbikes_16_0239,34,230,6,138,moto
Motorbikes_16_0240,37,233,22,150,moto
Motorbikes_16_0241,34,230,17,135,moto
Motorbikes_16_0242,36,232,21,141,moto
Motorbikes_16_0243,38,230,22,135,moto
Motorbikes_16_0244,38,234,15,116,moto
Motorbikes_16_0245,33,230,25,157,moto
Motorbikes_16_0246,39,233,23,144,moto
Motorbikes_16_0247,36,231,25,145,moto
Motorbikes_16_0248,36,231,26,137,moto
Motorbikes_16_0249,34,229,19,131,moto
Motorbikes_16_0250,27,232,22,127,moto
Motorbikes_16_0251,36,220,25,144,moto
Motorbikes_16_0252,36,229,25,142,moto
Motorbikes_16_0253,34,225,29,158,moto
Motorbikes_16_0254,35,232,29,148,moto
Motorbikes_16_0255,38,236,27,144,moto
Motorbikes_16_0256,39,234,16,117,moto
Motorbikes_16_0257,38,223,29,156,moto
Motorbikes_16_0258,43,235,27,141,moto
Motorbikes_16_0259,47,220,26,144,moto
Motorbikes_16_0260,35,234,21,148,moto
Motorbikes_16_0261,39,231,8,128,moto
Motorbikes_16_0262,33,234,16,140,moto
Motorbikes_16_0263,33,232,20,141,moto
Motorbikes_16_0264,33,228,26,150,moto
Motorbikes_16_0265,37,227,24,134,moto
Motorbikes_16_0266,44,230,31,137,moto
Motorbikes_16_0267,34,235,26,151,moto
Motorbikes_16_0268,38,233,34,144,moto
Motorbikes_16_0269,29,231,6,140,moto
Motorbikes_16_0270,27,230,8,123,moto
Motorbikes_16_0271,36,230,20,126,moto
Motorbikes_16_0272,33,231,26,138,moto
Motorbikes_16_0273,36,230,6,131,moto
Motorbikes_16_0274,32,230,7,151,moto
Motorbikes_16_0275,31,230,17,133,moto
Motorbikes_16_0276,31,240,12,131,moto
Motorbikes_16_0277,19,217,12,156,moto
Motorbikes_16_0278,36,235,29,132,moto
Motorbikes_16_0279,38,232,4,139,moto
Motorbikes_16_0280,38,240,12,155,moto
Motorbikes_16_0281,39,231,27,140,moto
Motorbikes_16_0282,45,232,7,120,moto
Motorbikes_16_0283,38,229,16,128,moto
Motorbikes_16_0284,27,226,9,148,moto
Motorbikes_16_0285,34,225,13,144,moto
Motorbikes_16_0286,38,236,15,145,moto
Motorbikes_16_0287,21,217,13,130,moto
Motorbikes_16_0288,37,224,28,154,moto
Motorbikes_16_0289,31,228,18,137,moto
Motorbikes_16_0290,26,230,19,140,moto
Motorbikes_16_0291,34,229,21,126,moto
Motorbikes_16_0292,32,230,22,164,moto
Motorbikes_16_0293,47,224,21,126,moto
Motorbikes_16_0294,38,235,38,138,moto
Motorbikes_16_0295,38,232,25,151,moto
Motorbikes_16_0296,35,230,43,157,moto
Motorbikes_16_0297,35,229,28,147,moto
Motorbikes_16_0298,41,226,26,159,moto
Motorbikes_16_0299,40,226,21,131,moto
Motorbikes_16_0300,31,231,14,138,moto
Motorbikes_16_0301,36,230,13,148,moto
Motorbikes_16_0302,37,228,6,128,moto
Motorbikes_16_0303,38,233,22,141,moto
Motorbikes_16_0304,35,233,36,140,moto
Motorbikes_16_0305,34,232,25,127,moto
Motorbikes_16_0306,37,233,22,140,moto
Motorbikes_16_0307,31,226,16,137,moto
Motorbikes_16_0308,35,226,30,149,moto
Motorbikes_16_0309,35,227,24,146,moto
Motorbikes_16_0310,32,230,11,124,moto
Motorbikes_16_0311,21,220,32,155,moto
Motorbikes_16_0312,35,234,29,129,moto
Motorbikes_16_0313,34,237,20,140,moto
Motorbikes_16_0314,37,229,18,132,moto
Motorbikes_16_0315,37,230,28,138,moto
Motorbikes_16_0316,36,228,22,138,moto
Motorbikes_16_0317,43,233,35,137,moto
Motorbikes_16_0318,33,224,39,161,moto
Motorbikes_16_0319,33,230,20,155,moto
Motorbikes_16_0320,35,229,22,123,moto
Motorbikes_16_0321,38,230,46,145,moto
Motorbikes_16_0322,32,227,38,168,moto
Motorbikes_16_0323,44,225,42,140,moto
Motorbikes_16_0324,39,221,31,118,moto
Motorbikes_16_0325,31,229,9,127,moto
Motorbikes_16_0326,35,231,21,145,moto
Motorbikes_16_0327,36,232,25,167,moto
Motorbikes_16_0328,36,228,1,121,moto
Motorbikes_16_0329,36,228,28,136,moto
Motorbikes_16_0330,38,235,33,148,moto
Motorbikes_16_0331,40,228,28,161,moto
Motorbikes_16_0332,42,231,36,150,moto
Motorbikes_16_0333,33,226,15,125,moto
Motorbikes_16_0334,29,233,8,144,moto
Motorbikes_16_0335,39,225,29,132,moto
Motorbikes_16_0336,38,224,27,142,moto
Motorbikes_16_0337,36,226,23,139,moto
Motorbikes_16_0338,32,232,21,146,moto
Motorbikes_16_0339,40,225,30,146,moto
Motorbikes_16_0340,40,223,24,127,moto
Motorbikes_16_0341,40,223,24,147,moto
Motorbikes_16_0342,36,225,31,137,moto
Motorbikes_16_0343,36,223,27,142,moto
Motorbikes_16_0344,37,226,21,129,moto
Motorbikes_16_0345,35,231,23,132,moto
Motorbikes_16_0346,58,228,21,130,moto
Motorbikes_16_0347,34,228,22,117,moto
Motorbikes_16_0348,38,229,26,144,moto
Motorbikes_16_0349,36,230,19,145,moto
Motorbikes_16_0350,36,233,20,128,moto
Motorbikes_16_0351,34,228,66,196,moto
Motorbikes_16_0352,38,226,28,135,moto
Motorbikes_16_0353,39,226,36,147,moto
Motorbikes_16_0354,38,225,28,151,moto
Motorbikes_16_0355,43,223,40,150,moto
Motorbikes_16_0356,35,226,24,132,moto
Motorbikes_16_0357,37,227,32,164,moto
Motorbikes_16_0358,39,224,29,124,moto
Motorbikes_16_0359,37,225,22,150,moto
Motorbikes_16_0360,35,228,27,144,moto
Motorbikes_16_0361,39,227,35,150,moto
Motorbikes_16_0362,34,225,13,125,moto
Motorbikes_16_0363,37,229,27,153,moto
Motorbikes_16_0364,32,226,24,125,moto
Motorbikes_16_0365,33,229,23,140,moto
Motorbikes_16_0366,34,221,39,162,moto
Motorbikes_16_0367,43,243,18,161,moto
Motorbikes_16_0368,40,239,40,172,moto
Motorbikes_16_0369,44,239,33,151,moto
Motorbikes_16_0370,39,234,29,153,moto
Motorbikes_16_0371,32,228,25,164,moto
Motorbikes_16_0372,33,206,24,131,moto
Motorbikes_16_0373,32,228,24,132,moto
Motorbikes_16_0374,31,231,18,130,moto
Motorbikes_16_0375,41,242,29,137,moto
Motorbikes_16_0376,34,227,26,140,moto
Motorbikes_16_0377,36,222,24,145,moto
Motorbikes_16_0378,37,234,23,135,moto
Motorbikes_16_0379,36,233,33,157,moto
Motorbikes_16_0380,51,233,32,129,moto
Motorbikes_16_0381,41,228,29,135,moto
Motorbikes_16_0382,37,229,31,150,moto
Motorbikes_16_0383,36,227,35,147,moto
Motorbikes_16_0384,36,223,24,123,moto
Motorbikes_16_0385,36,227,32,146,moto
Motorbikes_16_0386,38,226,23,124,moto
Motorbikes_16_0387,34,226,58,153,moto
Motorbikes_16_0388,35,230,22,137,moto
Motorbikes_16_0389,39,226,29,147,moto
Motorbikes_16_0390,35,227,25,149,moto
Motorbikes_16_0391,35,230,17,107,moto
Motorbikes_16_0392,31,230,15,121,moto
Motorbikes_16_0393,35,229,18,123,moto
Motorbikes_16_0394,34,231,12,149,moto
Motorbikes_16_0395,36,230,31,161,moto
Motorbikes_16_0396,34,230,20,128,moto
Motorbikes_16_0397,35,228,52,162,moto
Motorbikes_16_0398,37,227,60,162,moto
Motorbikes_16_0399,38,228,34,170,moto
Motorbikes_16_0400,29,231,18,131,moto
Motorbikes_16_0401,40,227,22,122,moto
Motorbikes_16_0402,49,209,51,127,moto
Motorbikes_16_0403,46,217,58,139,moto
Motorbikes_16_0404,34,230,32,150,moto
Motorbikes_16_0405,34,229,14,107,moto
Motorbikes_16_0406,33,222,23,116,moto
Motorbikes_16_0407,34,232,16,108,moto
Motorbikes_16_0408,31,228,16,113,moto
Motorbikes_16_0409,34,228,18,121,moto
Motorbikes_16_0410,30,226,21,138,moto
Motorbikes_16_0411,33,228,17,127,moto
Motorbikes_16_0412,37,218,25,146,moto
Motorbikes_16_0413,41,225,22,134,moto
Motorbikes_16_0414,39,222,24,136,moto
Motorbikes_16_0415,36,228,23,139,moto
Motorbikes_16_0416,43,226,21,136,moto
Motorbikes_16_0417,42,221,24,131,moto
Motorbikes_16_0418,40,222,25,132,moto
Motorbikes_16_0419,46,222,21,127,moto
Motorbikes_16_0420,41,224,23,134,moto
Motorbikes_16_0421,36,228,23,138,moto
Motorbikes_16_0422,39,223,23,141,moto
Motorbikes_16_0423,39,222,25,133,moto
Motorbikes_16_0424,35,225,25,141,moto
Motorbikes_16_0425,37,226,22,137,moto
Motorbikes_16_0426,31,226,21,138,moto
Motorbikes_16_0427,43,222,22,128,moto
Motorbikes_16_0428,45,220,25,125,moto
Motorbikes_16_0429,46,221,23,125,moto
Motorbikes_16_0430,35,226,19,134,moto
Motorbikes_16_0431,36,226,20,133,moto
Motorbikes_16_0432,36,227,27,142,moto
Motorbikes_16_0433,34,230,23,140,moto
Motorbikes_16_0434,41,222,22,133,moto
Motorbikes_16_0435,42,225,22,124,moto
Motorbikes_16_0436,40,227,23,127,moto
Motorbikes_16_0437,40,224,22,123,moto
Motorbikes_16_0438,42,219,23,122,moto
Motorbikes_16_0439,36,225,26,129,moto
Motorbikes_16_0440,38,224,24,127,moto
Motorbikes_16_0441,41,223,21,125,moto
Motorbikes_16_0442,43,222,29,125,moto
Motorbikes_16_0443,42,223,23,125,moto
Motorbikes_16_0444,35,229,21,126,moto
Motorbikes_16_0445,36,226,23,129,moto
Motorbikes_16_0446,34,229,22,131,moto
Motorbikes_16_0447,34,225,21,126,moto
Motorbikes_16_0448,34,225,25,135,moto
Motorbikes_16_0449,38,227,24,128,moto
Motorbikes_16_0450,33,228,21,126,moto
Motorbikes_16_0451,40,220,23,120,moto
Motorbikes_16_0452,34,230,19,127,moto
Motorbikes_16_0453,38,224,24,123,moto
Motorbikes_16_0454,40,222,24,126,moto
Motorbikes_16_0455,37,225,19,113,moto
Motorbikes_16_0456,37,222,22,113,moto
Motorbikes_16_0457,38,223,23,116,moto
Motorbikes_16_0458,35,229,22,128,moto
Motorbikes_16_0459,39,222,20,126,moto
Motorbikes_16_0460,40,226,17,109,moto
Motorbikes_16_0461,37,225,23,136,moto
Motorbikes_16_0462,40,225,23,133,moto
Motorbikes_16_0463,39,225,24,138,moto
Motorbikes_16_0464,40,223,25,125,moto
Motorbikes_16_0465,40,224,25,126,moto
Motorbikes_16_0466,39,222,25,127,moto
Motorbikes_16_0467,35,229,26,132,moto
Motorbikes_16_0468,42,223,22,122,moto
Motorbikes_16_0469,36,226,27,136,moto
Motorbikes_16_0470,43,220,28,126,moto
Motorbikes_16_0471,40,225,24,129,moto
Motorbikes_16_0472,34,229,22,128,moto
Motorbikes_16_0473,39,226,21,124,moto
Motorbikes_16_0474,36,229,19,138,moto
Motorbikes_16_0475,33,228,21,134,moto
Motorbikes_16_0476,37,226,31,149,moto
Motorbikes_16_0477,34,230,23,129,moto
Motorbikes_16_0478,39,223,23,122,moto
Motorbikes_16_0479,36,228,24,144,moto
Motorbikes_16_0480,39,222,25,139,moto
Motorbikes_16_0481,39,222,26,131,moto
Motorbikes_16_0482,37,223,23,122,moto
Motorbikes_16_0483,37,226,23,127,moto
Motorbikes_16_0484,37,224,25,128,moto
Motorbikes_16_0485,33,226,26,132,moto
Motorbikes_16_0486,34,229,26,131,moto
Motorbikes_16_0487,36,222,22,128,moto
Motorbikes_16_0488,37,223,24,130,moto
Motorbikes_16_0489,35,228,25,136,moto
Motorbikes_16_0490,38,222,22,127,moto
Motorbikes_16_0491,34,225,22,118,moto
Motorbikes_16_0492,36,226,24,128,moto
Motorbikes_16_0493,34,227,23,128,moto
Motorbikes_16_0494,38,226,23,139,moto
Motorbikes_16_0495,35,228,28,137,moto
Motorbikes_16_0496,37,222,48,146,moto
Motorbikes_16_0497,49,216,42,141,moto
Motorbikes_16_0498,32,229,21,133,moto
Motorbikes_16_0499,33,229,21,139,moto
Motorbikes_16_0500,29,231,17,141,moto
Motorbikes_16_0501,46,217,23,125,moto
Motorbikes_16_0502,35,222,43,150,moto
Motorbikes_16_0503,32,234,12,143,moto
Motorbikes_16_0504,43,222,23,123,moto
Motorbikes_16_0505,39,224,23,132,moto
Motorbikes_16_0506,41,238,29,142,moto
Motorbikes_16_0507,38,235,28,142,moto
Motorbikes_16_0508,38,225,26,126,moto
Motorbikes_16_0509,26,234,9,141,moto
Motorbikes_16_0510,42,226,38,157,moto
Motorbikes_16_0511,33,229,21,134,moto
Motorbikes_16_0512,39,226,20,116,moto
Motorbikes_16_0513,34,228,26,134,moto
Motorbikes_16_0514,39,226,30,150,moto
Motorbikes_16_0515,32,229,43,150,moto
Motorbikes_16_0516,37,219,46,152,moto
Motorbikes_16_0517,44,219,26,127,moto
Motorbikes_16_0518,44,209,44,141,moto
Motorbikes_16_0519,29,229,25,136,moto
Motorbikes_16_0520,36,226,22,129,moto
Motorbikes_16_0521,42,224,48,152,moto
Motorbikes_16_0522,35,223,41,137,moto
Motorbikes_16_0523,33,229,24,143,moto
Motorbikes_16_0524,36,230,23,136,moto
Motorbikes_16_0525,36,228,22,125,moto
Motorbikes_16_0526,36,224,31,142,moto
Motorbikes_16_0527,34,230,21,129,moto
Motorbikes_16_0528,34,225,24,151,moto
Motorbikes_16_0529,36,227,23,141,moto
Motorbikes_16_0530,35,217,19,125,moto
Motorbikes_16_0531,35,225,37,151,moto
Motorbikes_16_0532,36,226,39,150,moto
Motorbikes_16_0533,35,222,78,192,moto
Motorbikes_16_0534,38,228,30,158,moto
Motorbikes_16_0535,34,225,22,128,moto
Motorbikes_16_0536,32,228,69,169,moto
Motorbikes_16_0537,37,230,37,163,moto
Motorbikes_16_0538,38,225,47,158,moto
Motorbikes_16_0539,41,214,29,152,moto
Motorbikes_16_0540,36,229,21,130,moto
Motorbikes_16_0541,36,218,27,146,moto
Motorbikes_16_0542,59,225,48,139,moto
Motorbikes_16_0543,51,220,33,135,moto
Motorbikes_16_0544,39,217,34,136,moto
Motorbikes_16_0545,47,217,29,144,moto
Motorbikes_16_0546,39,224,33,142,moto
Motorbikes_16_0547,49,223,24,129,moto
Motorbikes_16_0548,42,217,37,140,moto
Motorbikes_16_0549,42,218,36,142,moto
Motorbikes_16_0550,43,223,28,139,moto
Motorbikes_16_0551,39,218,20,128,moto
Motorbikes_16_0552,46,218,44,145,moto
Motorbikes_16_0553,45,237,24,142,moto
Motorbikes_16_0554,36,224,27,129,moto
Motorbikes_16_0555,40,231,26,143,moto
Motorbikes_16_0556,38,236,26,131,moto
Motorbikes_16_0557,39,229,23,123,moto
Motorbikes_16_0558,40,220,30,137,moto
Motorbikes_16_0559,35,226,8,139,moto
Motorbikes_16_0560,35,228,23,130,moto
Motorbikes_16_0561,38,227,25,128,moto
Motorbikes_16_0562,35,227,47,149,moto
Motorbikes_16_0563,38,227,20,119,moto
Motorbikes_16_0564,42,233,2,136,moto
Motorbikes_16_0565,38,223,47,136,moto
Motorbikes_16_0566,33,225,33,123,moto
Motorbikes_16_0567,33,229,24,144,moto
Motorbikes_16_0568,35,229,21,138,moto
Motorbikes_16_0569,37,226,24,127,moto
Motorbikes_16_0570,38,226,25,123,moto
Motorbikes_16_0571,35,227,26,130,moto
Motorbikes_16_0572,33,215,50,138,moto
Motorbikes_16_0573,34,229,48,152,moto
Motorbikes_16_0574,37,225,61,150,moto
Motorbikes_16_0575,48,221,43,138,moto
Motorbikes_16_0576,35,231,34,129,moto
Motorbikes_16_0577,32,228,75,177,moto
Motorbikes_16_0578,37,224,23,130,moto
Motorbikes_16_0579,39,224,32,134,moto
Motorbikes_16_0580,32,230,28,144,moto
Motorbikes_16_0581,35,227,27,156,moto
Motorbikes_16_0582,37,227,21,127,moto
Motorbikes_16_0583,33,227,32,144,moto
Motorbikes_16_0584,33,218,43,152,moto
Motorbikes_16_0585,41,227,29,131,moto
Motorbikes_16_0586,33,226,23,144,moto
Motorbikes_16_0587,42,224,39,138,moto
Motorbikes_16_0588,41,236,42,156,moto
Motorbikes_16_0589,35,227,21,143,moto
Motorbikes_16_0590,45,220,53,159,moto
Motorbikes_16_0591,44,210,34,159,moto
Motorbikes_16_0592,57,200,60,158,moto
Motorbikes_16_0593,38,220,25,155,moto
Motorbikes_16_0594,39,229,38,159,moto
Motorbikes_16_0595,41,226,42,152,moto
Motorbikes_16_0596,43,217,70,165,moto
Motorbikes_16_0597,52,213,40,132,moto
Motorbikes_16_0598,33,231,60,152,moto
Motorbikes_16_0599,30,226,16,135,moto
Motorbikes_16_0600,35,230,16,112,moto
Motorbikes_16_0601,33,231,13,108,moto
Motorbikes_16_0602,37,228,58,167,moto
Motorbikes_16_0603,42,225,31,155,moto
Motorbikes_16_0604,36,229,52,169,moto
Motorbikes_16_0605,36,228,54,170,moto
Motorbikes_16_0606,36,223,26,153,moto
Motorbikes_16_0607,34,227,55,169,moto
Motorbikes_16_0608,41,221,29,140,moto
Motorbikes_16_0609,39,227,57,176,moto
Motorbikes_16_0610,38,225,25,139,moto
Motorbikes_16_0611,37,229,55,174,moto
Motorbikes_16_0612,37,224,23,151,moto
Motorbikes_16_0613,35,230,27,165,moto
Motorbikes_16_0614,36,230,22,128,moto
Motorbikes_16_0615,33,228,26,153,moto
Motorbikes_16_0616,28,231,19,136,moto
Motorbikes_16_0617,37,220,40,143,moto
Motorbikes_16_0618,40,221,48,145,moto
Motorbikes_16_0619,31,230,81,171,moto
Motorbikes_16_0620,36,213,32,136,moto
Motorbikes_16_0621,24,228,23,149,moto
Motorbikes_16_0622,34,239,23,144,moto
Motorbikes_16_0623,33,231,20,132,moto
Motorbikes_16_0624,38,229,21,113,moto
Motorbikes_16_0625,36,226,25,138,moto
Motorbikes_16_0626,38,223,25,141,moto
Motorbikes_16_0627,36,226,24,142,moto
Motorbikes_16_0628,32,226,25,140,moto
Motorbikes_16_0629,28,228,24,138,moto
Motorbikes_16_0630,34,230,42,133,moto
Motorbikes_16_0631,33,228,31,162,moto
Motorbikes_16_0632,42,223,25,124,moto
Motorbikes_16_0633,40,224,23,125,moto
Motorbikes_16_0634,36,226,50,141,moto
Motorbikes_16_0635,33,229,23,120,moto
Motorbikes_16_0636,33,226,60,170,moto
Motorbikes_16_0637,33,229,38,172,moto
Motorbikes_16_0638,37,228,68,164,moto
Motorbikes_16_0639,35,227,24,139,moto
Motorbikes_16_0640,48,220,76,180,moto
Motorbikes_16_0641,33,226,23,128,moto
Motorbikes_16_0642,36,225,23,138,moto
Motorbikes_16_0643,36,223,31,156,moto
Motorbikes_16_0644,40,219,27,140,moto
Motorbikes_16_0645,34,229,22,148,moto
Motorbikes_16_0646,58,199,65,157,moto
Motorbikes_16_0647,41,219,29,142,moto
Motorbikes_16_0648,35,226,26,135,moto
Motorbikes_16_0649,34,222,28,139,moto
Motorbikes_16_0650,37,228,18,110,moto
Motorbikes_16_0651,38,231,29,157,moto
Motorbikes_16_0652,36,228,25,125,moto
Motorbikes_16_0653,33,227,29,134,moto
Motorbikes_16_0654,32,228,35,145,moto
Motorbikes_16_0655,33,229,22,127,moto
Motorbikes_16_0656,45,214,23,109,moto
Motorbikes_16_0657,33,229,20,135,moto
Motorbikes_16_0658,33,230,23,141,moto
Motorbikes_16_0659,35,229,30,141,moto
Motorbikes_16_0660,32,228,25,164,moto
Motorbikes_16_0661,48,227,42,156,moto
Motorbikes_16_0662,36,225,25,137,moto
Motorbikes_16_0663,34,230,17,119,moto
Motorbikes_16_0664,31,230,17,111,moto
Motorbikes_16_0665,36,229,18,117,moto
Motorbikes_16_0666,36,221,24,127,moto
Motorbikes_16_0667,36,220,31,139,moto
Motorbikes_16_0668,37,224,25,131,moto
Motorbikes_16_0669,39,223,41,159,moto
Motorbikes_16_0670,45,219,36,130,moto
Motorbikes_16_0671,39,229,11,137,moto
Motorbikes_16_0672,34,229,24,147,moto
Motorbikes_16_0673,35,230,26,136,moto
Motorbikes_16_0674,37,225,20,138,moto
Motorbikes_16_0675,39,234,27,147,moto
Motorbikes_16_0676,40,228,24,137,moto
Motorbikes_16_0677,52,209,40,154,moto
Motorbikes_16_0678,34,231,41,150,moto
Motorbikes_16_0679,35,227,26,134,moto
Motorbikes_16_0680,36,229,24,151,moto
Motorbikes_16_0681,36,228,30,156,moto
Motorbikes_16_0682,2,198,28,138,moto
Motorbikes_16_0683,26,227,31,146,moto
Motorbikes_16_0684,39,233,16,152,moto
Motorbikes_16_0685,42,222,29,135,moto
Motorbikes_16_0686,35,229,30,144,moto
Motorbikes_16_0687,30,230,18,134,moto
Motorbikes_16_0688,40,229,32,155,moto
Motorbikes_16_0689,37,222,36,136,moto
Motorbikes_16_0690,33,228,37,152,moto
Motorbikes_16_0691,35,229,22,151,moto
Motorbikes_16_0692,33,231,18,126,moto
Motorbikes_16_0693,39,226,54,143,moto
Motorbikes_16_0694,35,216,23,134,moto
Motorbikes_16_0695,41,215,31,130,moto
Motorbikes_16_0696,48,211,46,137,moto
Motorbikes_16_0697,37,231,22,137,moto
Motorbikes_16_0698,39,230,21,136,moto
Motorbikes_16_0699,38,231,21,130,moto
Motorbikes_16_0700,40,232,28,136,moto
Motorbikes_16_0701,42,231,25,132,moto
Motorbikes_16_0702,38,231,23,135,moto
Motorbikes_16_0703,40,229,24,131,moto
Motorbikes_16_0704,34,227,44,149,moto
Motorbikes_16_0705,33,230,58,156,moto
Motorbikes_16_0706,34,214,23,143,moto
Motorbikes_16_0707,33,229,46,145,moto
Motorbikes_16_0708,38,227,30,148,moto
Motorbikes_16_0709,34,217,29,146,moto
Motorbikes_16_0710,36,226,41,135,moto
Motorbikes_16_0711,33,228,24,144,moto
Motorbikes_16_0712,33,219,29,144,moto
Motorbikes_16_0713,33,230,35,164,moto
Motorbikes_16_0714,40,223,62,164,moto
Motorbikes_16_0715,40,225,61,166,moto
Motorbikes_16_0716,38,226,59,162,moto
Motorbikes_16_0717,37,224,60,164,moto
Motorbikes_16_0718,38,224,50,171,moto
Motorbikes_16_0719,38,225,48,163,moto
Motorbikes_16_0720,39,225,47,166,moto
Motorbikes_16_0721,39,226,46,162,moto
Motorbikes_16_0722,34,230,40,161,moto
Motorbikes_16_0723,34,229,60,158,moto
Motorbikes_16_0724,36,226,63,168,moto
Motorbikes_16_0725,37,229,52,155,moto
Motorbikes_16_0726,42,227,61,162,moto
Motorbikes_16_0727,34,230,50,158,moto
Motorbikes_16_0728,49,225,52,150,moto
Motorbikes_16_0729,48,224,54,149,moto
Motorbikes_16_0730,38,237,27,135,moto
Motorbikes_16_0731,39,228,56,157,moto
Motorbikes_16_0732,35,228,50,158,moto
Motorbikes_16_0733,38,227,54,159,moto
Motorbikes_16_0734,39,229,54,163,moto
Motorbikes_16_0735,41,225,56,153,moto
Motorbikes_16_0736,38,226,52,162,moto
Motorbikes_16_0737,42,226,52,162,moto
Motorbikes_16_0738,37,226,55,165,moto
Motorbikes_16_0739,38,229,53,165,moto
Motorbikes_16_0740,47,220,30,129,moto
Motorbikes_16_0741,39,225,24,149,moto
Motorbikes_16_0742,32,231,75,173,moto
Motorbikes_16_0743,33,231,41,159,moto
Motorbikes_16_0744,39,226,32,149,moto
Motorbikes_16_0745,29,228,24,136,moto
Motorbikes_16_0746,35,228,22,124,moto
Motorbikes_16_0747,39,222,38,148,moto
Motorbikes_16_0748,17,213,20,146,moto
Motorbikes_16_0749,32,229,24,145,moto
Motorbikes_16_0750,36,229,58,174,moto
Motorbikes_16_0751,36,228,60,174,moto
Motorbikes_16_0752,44,222,37,160,moto
Motorbikes_16_0753,39,228,63,180,moto
Motorbikes_16_0754,35,229,24,136,moto
Motorbikes_16_0755,38,232,18,130,moto
Motorbikes_16_0756,35,228,40,129,moto
Motorbikes_16_0757,42,226,46,146,moto
Motorbikes_16_0758,38,224,39,148,moto
Motorbikes_16_0759,32,227,34,145,moto
Motorbikes_16_0760,35,224,37,136,moto
Motorbikes_16_0761,34,223,44,145,moto
Motorbikes_16_0762,36,224,25,136,moto
Motorbikes_16_0763,36,228,23,138,moto
